Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2022-06-30,Q (Aug 2022),0.0000,0.0000,0.0000,0.0000,29.10,0,0,0,0
2022-07-01,Q (Aug 2022),0.0000,0.0000,0.0000,0.0000,28.525,-0.575,0,0,0
2022-07-05,Q (Aug 2022),0.0000,0.0000,0.0000,0.0000,28.45,-0.075,0,0,0
2022-07-06,Q (Aug 2022),0.0000,0.0000,0.0000,0.0000,28.10,-0.35,0,0,0
2022-07-07,Q (Aug 2022),0.0000,27.6000,28.0000,0.0000,27.60,-0.50,0,0,0
2022-07-08,Q (Aug 2022),0.0000,8.5500,0.0000,0.0000,27.275,-0.325,0,0,0
2022-07-11,Q (Aug 2022),0.0000,8.5500,0.0000,0.0000,28.05,0.775,0,0,0
2022-07-12,Q (Aug 2022),0.0000,25.0000,31.0000,0.0000,28.00,-0.05,0,0,0
2022-07-13,Q (Aug 2022),0.0000,25.0500,32.6000,0.0000,28.825,0.825,0,0,0
2022-07-14,Q (Aug 2022),0.0000,28.3000,27.8000,0.0000,27.575,-1.250,0,0,0
2022-07-15,Q (Aug 2022),0.0000,27.5500,26.3000,0.0000,26.15,-1.425,0,0,0
2022-07-18,Q (Aug 2022),0.0000,26.8000,26.1500,0.0000,26.90,0.75,0,0,0
2022-07-19,Q (Aug 2022),0.0000,26.4000,26.1000,0.0000,26.30,-0.60,0,0,0
2022-07-20,Q (Aug 2022),0.0000,26.0500,25.7000,0.0000,25.55,-0.75,0,0,0
2022-07-21,Q (Aug 2022),0.0000,25.6000,25.2000,0.0000,25.125,-0.425,0,0,0
2022-07-22,Q (Aug 2022),25.5000,25.5000,24.9000,25.5000,24.825,-0.300,1,0,1
2022-07-25,Q (Aug 2022),0.0000,24.9500,24.4500,0.0000,24.425,-0.400,0,0,1
2022-07-26,Q (Aug 2022),0.0000,25.3000,24.9000,0.0000,25.20,0.775,0,0,1
2022-07-27,Q (Aug 2022),0.0000,24.4500,24.2000,0.0000,24.35,-0.85,0,0,1
2022-07-28,Q (Aug 2022),0.0000,24.0000,23.0000,0.0000,22.95,-1.40,0,0,1
2022-07-29,Q (Aug 2022),0.0000,22.8000,22.8000,0.0000,22.70,-0.25,0,0,1
2022-08-01,Q (Aug 2022),23.2500,23.2500,23.0000,23.2500,23.40,0.70,5,0,5
2022-08-02,Q (Aug 2022),0.0000,24.1000,23.2500,0.0000,24.025,0.625,0,0,5
2022-08-03,Q (Aug 2022),23.2000,23.3500,22.3000,22.3000,22.30,-1.725,11,0,12
2022-08-04,Q (Aug 2022),22.2500,22.6000,22.2500,22.2500,22.35,0.05,6,0,13
2022-08-05,Q (Aug 2022),21.6000,22.4500,21.5000,21.5000,21.55,-0.80,12,0,25
2022-08-08,Q (Aug 2022),21.0000,21.4500,20.9000,21.0000,21.475,-0.075,5,0,30
2022-08-09,Q (Aug 2022),21.4000,21.9000,21.4000,21.9000,21.725,0.250,6,0,30
2022-08-10,Q (Aug 2022),0.0000,21.6500,21.1500,0.0000,20.37,-1.355,0,0,30
