Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2015-12-30,G (Feb 2016),0,0,0,0,0,0,0,0,0
2015-12-31,G (Feb 2016),0.0000,19.0500,19.1000,0.0000,19.0750,0,0,0,0
2016-01-04,G (Feb 2016),20.0500,20.7000,19.4000,20.2000,19.8750,0.8000,32,0,32
2016-01-05,G (Feb 2016),19.7400,20.1500,19.4000,19.5000,19.5250,-0.3500,46,0,78
2016-01-06,G (Feb 2016),20.1000,20.7000,19.7500,19.9500,20.0000,0.4750,30,0,108
2016-01-07,G (Feb 2016),21.1900,21.7500,20.3000,21.5000,21.9250,1.9250,22,0,90
2016-01-08,G (Feb 2016),21.8000,22.9000,20.7500,21.8000,23.1750,1.2500,20,0,70
2016-01-11,G (Feb 2016),0.0000,23.9500,22.4500,0.0000,22.2500,-0.9250,0,0,70
2016-01-12,G (Feb 2016),0.0000,22.4500,21.4500,0.0000,21.3000,-0.9500,0,0,70
2016-01-13,G (Feb 2016),0.0000,23.1500,20.8500,0.0000,23.3250,2.0250,0,0,70
2016-01-14,G (Feb 2016),0.0000,23.5500,22.0000,0.0000,22.3250,-1.0000,0,0,70
2016-01-15,G (Feb 2016),24.6000,25.3000,22.6500,24.7000,24.4250,2.1000,30,0,67
2016-01-19,G (Feb 2016),0.0000,25.3000,23.2000,0.0000,24.4250,0.0000,0,0,67
2016-01-20,G (Feb 2016),0.0000,26.8500,24.5500,0.0000,24.9500,0.5250,0,0,67
2016-01-21,G (Feb 2016),25.0500,25.7500,24.2500,24.4000,25.1500,0.2000,17,0,77
2016-01-22,G (Feb 2016),23.7500,24.9500,23.0500,23.3000,22.9000,-2.2500,14,0,91
2016-01-25,G (Feb 2016),0.0000,23.8500,22.7000,0.0000,24.1000,1.2000,0,0,91
2016-01-26,G (Feb 2016),0.0000,24.5500,22.9000,0.0000,22.9500,-1.1500,0,0,91
2016-01-27,G (Feb 2016),23.2000,23.8500,22.6500,23.2000,23.7750,0.8250,1,0,90
2016-01-28,G (Feb 2016),23.5000,23.8000,23.0500,23.5000,23.3000,-0.4750,40,0,130
2016-01-29,G (Feb 2016),0.0000,23.1500,21.9000,0.0000,21.7250,-1.5750,0,0,130
2016-02-01,G (Feb 2016),0.0000,22.2500,21.7000,0.0000,21.5750,-0.1500,0,0,130
2016-02-02,G (Feb 2016),22.5500,23.2000,22.1500,22.7500,23.1500,1.5750,2,0,130
2016-02-03,G (Feb 2016),23.1500,24.7600,22.9500,23.7800,22.7750,-0.3750,5,0,130
2016-02-04,G (Feb 2016),22.6500,23.5000,22.6500,23.3000,23.2000,0.4250,10,0,126
2016-02-05,G (Feb 2016),23.5800,24.6000,23.1500,24.1000,24.0250,0.8250,24,0,129
2016-02-08,G (Feb 2016),25.8000,26.3000,24.2000,26.3000,25.1500,1.1250,3,0,130
2016-02-09,G (Feb 2016),25.6600,26.5000,25.4500,26.3500,25.7250,0.5750,27,0,155
2016-02-10,G (Feb 2016),26.1000,26.1000,24.8000,26.1000,26.0500,0.3250,1,0,154
2016-02-11,G (Feb 2016),28.0700,28.5000,26.4000,27.6000,27.4000,1.3500,167,0,313
2016-02-12,G (Feb 2016),27.0000,27.6000,26.3000,26.3000,26.4500,-0.9500,4,0,316
2016-02-16,G (Feb 2016),25.0000,25.5500,24.4500,24.5500,24.6500,-1.8000,100,0,416
2016-02-17,G (Feb 2016),23.8500,24.6500,22.8500,23.1000,22.7250,-1.9250,51,0,429
2016-02-18,G (Feb 2016),22.6300,22.9000,21.5500,21.5500,22.0250,-0.7000,22,0,411
2016-02-19,G (Feb 2016),22.9500,22.9500,21.2000,21.3500,21.2500,-0.7750,31,0,412
2016-02-22,G (Feb 2016),20.0000,21.2500,19.2000,19.4500,19.4000,-1.8500,177,0,371
2016-02-23,G (Feb 2016),0.0000,19.7000,19.7000,0.0000,19.5100,0.1100,0,0,371
