Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2018-06-14,Q (Aug 2018),0.0000,13.9500,14.3500,0.0000,14.0500,0,0,0,0
2018-06-15,Q (Aug 2018),0.0000,13.8500,14.6000,0.0000,14.1250,0.0750,0,0,0
2018-06-18,Q (Aug 2018),14.2500,14.3500,14.2500,14.2500,14.2250,0.1000,5,0,5
2018-06-19,Q (Aug 2018),0.0000,14.7000,14.9000,0.0000,14.5250,0.3000,0,0,5
2018-06-20,Q (Aug 2018),0.0000,13.8500,14.7000,0.0000,14.3500,-0.1750,0,0,5
2018-06-21,Q (Aug 2018),0.0000,14.8000,15.0000,0.0000,15.1000,0.7500,0,0,5
2018-06-22,Q (Aug 2018),0.0000,14.4500,15.0500,0.0000,14.8500,-0.2500,0,0,5
2018-06-25,Q (Aug 2018),0.0000,16.8000,15.8500,0.0000,16.2750,1.4250,0,0,5
2018-06-26,Q (Aug 2018),0.0000,15.9000,16.3500,0.0000,15.9750,-0.3000,0,0,5
2018-06-27,Q (Aug 2018),0.0000,16.7500,16.1500,0.0000,17.0000,1.0250,0,0,5
2018-06-28,Q (Aug 2018),0.0000,17.1500,17.1500,0.0000,16.7250,-0.2750,0,0,5
2018-06-29,Q (Aug 2018),0.0000,15.8500,16.3000,0.0000,16.3250,-0.4000,0,0,5
2018-07-02,Q (Aug 2018),0.0000,16.6000,16.4500,0.0000,16.0000,-0.3250,0,0,5
2018-07-03,Q (Aug 2018),0.0000,16.4000,16.0000,0.0000,16.5500,0.5500,0,0,5
2018-07-05,Q (Aug 2018),16.2500,16.4000,15.8500,16.0000,15.7500,-0.8000,16,0,6
2018-07-06,Q (Aug 2018),15.2500,15.7500,15.1000,15.2000,15.1250,-0.6250,7,0,12
2018-07-09,Q (Aug 2018),14.6000,14.6000,14.1500,14.1500,14.2500,-0.8750,25,0,23
2018-07-10,Q (Aug 2018),14.2500,14.3000,14.0500,14.2000,14.1000,-0.1500,3,0,23
2018-07-11,Q (Aug 2018),14.3500,14.4000,14.2000,14.2000,14.6500,0.5500,4,0,27
2018-07-12,Q (Aug 2018),0.0000,14.1500,13.9000,0.0000,13.9000,-0.7500,0,0,27
2018-07-13,Q (Aug 2018),0.0000,14.1000,13.8000,0.0000,13.6750,-0.2250,0,0,27
2018-07-16,Q (Aug 2018),13.7500,13.8500,13.4000,13.8500,13.7000,0.0250,12,0,23
2018-07-17,Q (Aug 2018),13.7000,13.8000,13.0500,13.0500,13.1500,-0.5500,56,0,61
2018-07-18,Q (Aug 2018),13.1500,13.3000,12.9000,13.2000,13.1500,0.0000,108,0,93
2018-07-19,Q (Aug 2018),0.0000,13.4500,13.6000,0.0000,13.5000,0.3500,0,0,93
2018-07-20,Q (Aug 2018),13.7500,13.7500,13.7000,13.7500,13.6750,0.1750,1,0,93
2018-07-23,Q (Aug 2018),13.7000,13.7000,13.3500,13.3500,13.3500,-0.3250,3,0,92
2018-07-24,Q (Aug 2018),13.1000,13.6000,12.9000,13.1000,13.2000,-0.1500,2,0,93
2018-07-25,Q (Aug 2018),13.3000,13.3000,12.7500,12.8000,12.7250,-0.4750,56,0,128
2018-07-26,Q (Aug 2018),12.8000,13.0500,12.7500,12.9500,12.8500,0.1250,14,0,126
2018-07-27,Q (Aug 2018),13.5000,14.1500,12.9000,13.7000,13.5750,0.7250,24,0,104
2018-07-30,Q (Aug 2018),13.4000,14.2500,13.4000,14.2000,14.2250,0.6500,28,0,91
2018-07-31,Q (Aug 2018),13.5000,13.7000,13.0000,13.0000,12.9000,-1.3250,31,0,76
2018-08-01,Q (Aug 2018),13.1000,13.1000,13.1000,13.1000,12.6800,-0.2200,1,0,75
