Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2018-04-12,K (May 2018),0.0000,18.2500,19.6000,0.0000,18.8250,0,0,0,0
2018-04-13,K (May 2018),0.0000,18.0000,18.9000,0.0000,18.2500,-0.5750,0,0,0
2018-04-16,K (May 2018),0.0000,17.2500,18.1500,0.0000,17.6750,-0.5750,0,0,0
2018-04-17,K (May 2018),0.0000,16.6500,17.1000,0.0000,16.7250,-0.9500,0,0,0
2018-04-18,K (May 2018),0.0000,16.7000,16.9500,0.0000,16.7250,0.0000,0,0,0
2018-04-19,K (May 2018),0.0000,16.8500,17.3500,0.0000,17.0250,0.3000,0,0,0
2018-04-20,K (May 2018),0.0000,17.1000,17.4000,0.0000,17.4750,0.4500,0,0,0
2018-04-23,K (May 2018),0.0000,17.1000,17.5500,0.0000,17.3250,-0.1500,0,0,0
2018-04-24,K (May 2018),0.0000,18.2500,17.4000,0.0000,18.0000,0.6750,0,0,0
2018-04-25,K (May 2018),18.6000,18.8000,18.1500,18.1500,18.1000,0.1000,2,0,2
2018-04-26,K (May 2018),0.0000,17.9000,17.3000,0.0000,17.3000,-0.8000,0,0,2
2018-04-27,K (May 2018),0.0000,17.6000,17.1500,0.0000,17.0500,-0.2500,0,0,2
2018-04-30,K (May 2018),17.1000,17.3000,16.9000,17.2000,17.3000,0.2500,5,0,4
2018-05-01,K (May 2018),17.2000,17.5500,16.9000,16.9000,16.9000,-0.4000,25,0,17
2018-05-02,K (May 2018),16.9000,17.2000,16.4500,17.1000,17.2500,0.3500,12,0,23
2018-05-03,K (May 2018),17.5000,18.0000,17.3500,17.9000,17.1250,-0.1250,9,0,28
2018-05-04,K (May 2018),16.9500,17.6500,16.6000,16.8000,16.7000,-0.4250,38,0,59
2018-05-07,K (May 2018),16.5000,16.6500,16.4000,16.5000,16.5500,-0.1500,1,0,59
2018-05-08,K (May 2018),16.6000,16.8000,16.4500,16.5500,16.4000,-0.1500,49,0,102
2018-05-09,K (May 2018),16.2500,16.3000,15.6500,15.7000,15.6000,-0.8000,15,0,116
2018-05-10,K (May 2018),15.0000,15.4500,14.8500,15.0000,14.9000,-0.7000,4,0,112
2018-05-11,K (May 2018),14.9000,14.9500,14.6500,14.6500,14.5750,-0.3250,4,0,111
2018-05-14,K (May 2018),14.4100,14.4100,14.1500,14.2000,14.3000,-0.2750,63,0,112
2018-05-15,K (May 2018),15.0000,15.6500,14.8000,15.4000,15.2750,0.9750,48,0,132
2018-05-16,K (May 2018),14.8000,14.8000,14.7000,14.8000,14.6750,-0.6000,1,0,133
2018-05-17,K (May 2018),14.6000,14.7500,14.2500,14.4500,14.4500,-0.2250,11,0,137
2018-05-18,K (May 2018),0.0000,14.7500,14.5500,0.0000,14.6000,0.1500,0,0,137
2018-05-21,K (May 2018),13.6500,13.9000,13.6000,13.6500,13.8000,-0.8000,1,0,136
2018-05-22,K (May 2018),13.7000,14.1000,13.7000,14.1000,13.9500,0.1500,2,0,136
2018-05-23,K (May 2018),14.6000,14.7000,13.7000,13.7000,13.6500,-0.3000,27,0,132
2018-05-24,K (May 2018),14.0000,14.5000,13.5500,13.7500,13.5000,-0.1500,39,0,115
2018-05-25,K (May 2018),13.6500,13.9500,13.6000,13.8500,13.9250,0.4250,7,0,114
2018-05-29,K (May 2018),15.0000,17.8000,13.8500,17.1000,17.0500,3.1250,313,0,125
2018-05-30,K (May 2018),15.8000,15.8000,15.8000,15.8000,16.1800,-0.8700,2,0,125
