Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2017-06-28,Q (Aug 2017),0,0,0,0,0,0,0,0,0
2017-06-29,Q (Aug 2017),0.0000,13.5500,12.4500,0.0000,12.3750,0,0,0,0
2017-06-30,Q (Aug 2017),0.0000,12.6500,12.3500,0.0000,12.7250,0.3500,0,0,0
2017-07-03,Q (Aug 2017),0.0000,12.6500,12.2500,0.0000,12.7500,0.0250,0,0,0
2017-07-05,Q (Aug 2017),12.5000,12.8000,12.4000,12.5000,12.5750,-0.1750,1,0,1
2017-07-06,Q (Aug 2017),13.1000,13.1000,12.5500,13.1000,13.0500,0.4750,1,0,2
2017-07-07,Q (Aug 2017),12.8500,13.0000,12.7500,12.8500,12.6750,-0.3750,1,0,3
2017-07-10,Q (Aug 2017),12.4000,12.6000,12.3500,12.4000,12.4500,-0.2250,2,0,5
2017-07-11,Q (Aug 2017),12.4400,12.7000,12.3000,12.4400,12.3000,-0.1500,1,0,6
2017-07-12,Q (Aug 2017),0.0000,12.4000,12.0500,0.0000,12.0000,-0.3000,0,0,6
2017-07-13,Q (Aug 2017),12.0000,12.0500,12.0000,12.0000,12.0250,0.0250,52,0,106
2017-07-14,Q (Aug 2017),12.0000,12.0000,11.7500,11.7500,11.7500,-0.2750,53,0,107
2017-07-17,Q (Aug 2017),11.4500,11.6000,11.4500,11.4500,11.4500,-0.3000,1,0,107
2017-07-18,Q (Aug 2017),11.5500,11.9500,11.3500,11.5500,11.3000,-0.1500,1,0,108
2017-07-19,Q (Aug 2017),11.0500,11.2500,11.0500,11.0500,11.1500,-0.1500,1,0,109
2017-07-20,Q (Aug 2017),11.2000,11.3500,11.1500,11.1500,11.1500,0.0000,51,0,160
2017-07-21,Q (Aug 2017),11.3000,11.3000,11.1000,11.1000,11.0750,-0.0750,7,0,165
2017-07-24,Q (Aug 2017),11.0500,11.1000,10.8500,10.8500,10.8250,-0.2500,8,0,171
2017-07-25,Q (Aug 2017),10.7000,10.8500,10.6500,10.8000,10.7750,-0.0500,4,0,174
2017-07-26,Q (Aug 2017),10.7000,10.8500,10.6500,10.7000,10.7500,-0.0250,103,0,234
2017-07-27,Q (Aug 2017),10.6000,11.6500,10.6000,10.9000,10.9750,0.2250,119,0,262
2017-07-28,Q (Aug 2017),11.4500,11.5000,10.9500,10.9500,11.3500,0.3750,116,0,350
2017-07-31,Q (Aug 2017),10.9500,11.1000,10.7000,10.7000,10.7250,-0.6250,105,0,435
2017-08-01,Q (Aug 2017),10.7500,10.8000,10.4000,10.4500,10.5000,-0.2250,126,0,538
2017-08-02,Q (Aug 2017),10.3500,10.9000,10.3500,10.8000,10.7000,0.2000,377,0,501
2017-08-03,Q (Aug 2017),10.7500,10.9500,10.6000,10.9500,10.8750,0.1750,83,0,465
2017-08-04,Q (Aug 2017),10.7500,11.0500,10.5000,10.7500,10.7000,-0.1750,135,0,406
2017-08-07,Q (Aug 2017),10.6000,10.6000,10.1000,10.3000,10.2000,-0.5000,147,0,360
2017-08-08,Q (Aug 2017),10.1500,11.3000,9.9000,11.0500,11.0000,0.8000,212,0,379
2017-08-09,Q (Aug 2017),11.2000,12.1500,11.1500,11.9000,11.9700,0.9700,20,0,367
