Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2022-03-31,K (May 2022),0.0000,0.0000,0.0000,0.0000,24.175,0,0,0,0
2022-04-01,K (May 2022),0.0000,0.0000,0.0000,0.0000,23.35,-0.825,0,0,0
2022-04-04,K (May 2022),0.0000,23.1000,23.2000,0.0000,23.175,-0.175,0,0,0
2022-04-05,K (May 2022),0.0000,0.0000,0.0000,0.0000,23.975,0.800,0,0,0
2022-04-06,K (May 2022),0.0000,0.0000,0.0000,0.0000,24.375,0.400,0,0,0
2022-04-07,K (May 2022),0.0000,0.0000,0.0000,0.0000,23.65,-0.725,0,0,0
2022-04-08,K (May 2022),0.0000,0.0000,0.0000,0.0000,23.475,-0.175,0,0,0
2022-04-11,K (May 2022),0.0000,0.0000,0.0000,0.0000,24.875,1.400,0,0,0
2022-04-12,K (May 2022),0.0000,0.0000,0.0000,0.0000,25.15,0.275,0,0,0
2022-04-13,K (May 2022),0.0000,0.0000,0.0000,0.0000,23.45,-1.70,0,0,0
2022-04-14,K (May 2022),0.0000,23.9000,23.5000,0.0000,23.975,0.525,0,0,0
2022-04-18,K (May 2022),24.0000,24.0000,23.8000,24.0000,24.225,0.250,5,0,5
2022-04-19,K (May 2022),23.2000,23.4000,22.5000,22.5000,22.375,-1.850,12,0,17
2022-04-20,K (May 2022),0.0000,22.2500,22.1000,0.0000,21.975,-0.400,0,0,17
2022-04-21,K (May 2022),0.0000,23.4500,21.7500,0.0000,23.775,1.800,0,0,17
2022-04-22,K (May 2022),0.0000,26.5000,24.2000,0.0000,26.75,2.975,0,0,17
2022-04-25,K (May 2022),0.0000,26.9000,27.0000,0.0000,26.05,-0.70,0,0,17
2022-04-26,K (May 2022),0.0000,29.0000,26.5500,0.0000,29.80,3.75,0,0,17
2022-04-27,K (May 2022),0.0000,29.3500,28.0000,0.0000,29.925,0.125,0,0,17
2022-04-28,K (May 2022),26.8000,28.7500,26.8000,27.9000,28.375,-1.550,12,0,23
2022-04-29,K (May 2022),0.0000,30.6500,28.3000,0.0000,31.225,2.850,0,0,23
2022-05-02,K (May 2022),0.0000,33.3000,30.9500,0.0000,30.70,-0.525,0,0,23
2022-05-03,K (May 2022),0.0000,30.8000,28.9000,0.0000,28.775,-1.925,0,0,23
2022-05-04,K (May 2022),28.4500,28.5500,25.8500,28.4500,25.475,-3.300,3,0,26
2022-05-05,K (May 2022),27.5000,31.7500,26.0500,30.0000,31.30,5.825,7,0,28
2022-05-06,K (May 2022),0.0000,33.4500,30.7500,0.0000,30.50,-0.80,0,0,28
2022-05-09,K (May 2022),33.6500,34.7500,31.7500,34.1500,34.40,3.90,2,0,28
2022-05-10,K (May 2022),0.0000,34.2500,32.4500,0.0000,32.925,-1.475,0,0,28
2022-05-11,K (May 2022),0.0000,33.5500,32.5500,0.0000,32.98,0.055,0,0,28
