Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2019-06-06,N (Jul 2019),0.0000,16.9500,17.7000,0.0000,17.1750,0,0,0,0
2019-06-07,N (Jul 2019),0.0000,16.8000,17.2000,0.0000,17.3500,0.1750,0,0,0
2019-06-10,N (Jul 2019),0.0000,16.4500,16.8500,0.0000,16.6000,-0.7500,0,0,0
2019-06-11,N (Jul 2019),0.0000,16.6000,16.5500,0.0000,16.7000,0.1000,0,0,0
2019-06-12,N (Jul 2019),16.8500,16.8500,16.8500,16.8500,16.9000,0.2000,10,0,10
2019-06-13,N (Jul 2019),0.0000,16.8000,17.0000,0.0000,16.9000,0.0000,0,0,10
2019-06-14,N (Jul 2019),0.0000,16.8000,17.0000,0.0000,16.7000,-0.2000,0,0,10
2019-06-17,N (Jul 2019),0.0000,16.4000,16.8500,0.0000,16.5750,-0.1250,0,0,10
2019-06-18,N (Jul 2019),0.0000,16.2000,16.7500,0.0000,16.6250,0.0500,0,0,10
2019-06-19,N (Jul 2019),0.0000,15.9500,16.7500,0.0000,16.0500,-0.5750,0,0,10
2019-06-20,N (Jul 2019),16.3500,16.4000,16.2000,16.3500,16.4000,0.3500,4,0,14
2019-06-21,N (Jul 2019),0.0000,16.4500,16.6500,0.0000,16.7750,0.3750,0,0,14
2019-06-24,N (Jul 2019),0.0000,16.3500,16.7500,0.0000,16.5250,-0.2500,0,0,14
2019-06-25,N (Jul 2019),0.0000,16.6000,16.8000,0.0000,16.8250,0.3000,0,0,14
2019-06-26,N (Jul 2019),0.0000,16.5000,16.7500,0.0000,16.7500,-0.0750,0,0,14
2019-06-27,N (Jul 2019),16.5000,16.5000,16.5000,16.5000,16.2750,-0.4750,3,0,17
2019-06-28,N (Jul 2019),0.0000,16.0000,16.1500,0.0000,16.0250,-0.2500,0,0,17
2019-07-01,N (Jul 2019),0.0000,15.2500,15.5000,0.0000,15.3250,-0.7000,0,0,17
2019-07-02,N (Jul 2019),15.0000,15.1500,15.0000,15.0000,14.7250,-0.6000,1,0,18
2019-07-03,N (Jul 2019),14.7000,14.8000,14.5000,14.6000,14.5250,-0.2000,4,0,19
2019-07-05,N (Jul 2019),0.0000,15.1000,14.9500,0.0000,14.7750,0.2500,0,0,19
2019-07-08,N (Jul 2019),0.0000,15.2000,15.2500,0.0000,15.2750,0.5000,0,0,19
2019-07-09,N (Jul 2019),0.0000,15.3000,15.5000,0.0000,15.3000,0.0250,0,0,19
2019-07-10,N (Jul 2019),0.0000,14.7500,14.8000,0.0000,14.6250,-0.6750,0,0,19
2019-07-11,N (Jul 2019),0.0000,14.5000,14.5000,0.0000,14.3500,-0.2750,0,0,19
2019-07-12,N (Jul 2019),14.0000,14.0000,14.0000,14.0000,13.8750,-0.4750,1,0,20
2019-07-15,N (Jul 2019),13.8000,13.8000,13.8000,13.8000,13.6250,-0.2500,1,0,20
2019-07-16,N (Jul 2019),13.6500,13.7000,13.5500,13.7000,13.5250,-0.1000,2,0,19
2019-07-17,N (Jul 2019),14.0000,14.1500,13.5000,14.0000,14.3500,0.8250,1,0,19
2019-07-18,N (Jul 2019),14.9000,14.9000,14.1500,14.5500,14.0250,-0.3250,2,0,21
2019-07-19,N (Jul 2019),14.2500,14.5500,14.0000,14.2500,14.8500,0.8250,2,0,21
2019-07-22,N (Jul 2019),0.0000,14.5000,14.0000,0.0000,13.8250,-1.0250,0,0,21
2019-07-23,N (Jul 2019),13.5000,13.6000,12.9000,12.9000,12.9250,-0.9000,13,0,18
2019-07-24,N (Jul 2019),0.0000,11.0000,0.0000,0.0000,13.0100,0.0850,0,0,18
