Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2018-08-02,U (Sep 2018),0.0000,14.7000,15.0500,0.0000,14.6000,0,0,0,0
2018-08-03,U (Sep 2018),0.0000,14.7000,14.8500,0.0000,14.8250,0.2250,0,0,0
2018-08-06,U (Sep 2018),0.0000,14.4500,12.9500,0.0000,14.5000,-0.3250,0,0,0
2018-08-07,U (Sep 2018),0.0000,13.7000,14.2500,0.0000,13.9000,-0.6000,0,0,0
2018-08-08,U (Sep 2018),0.0000,13.7500,13.9500,0.0000,13.8750,-0.0250,0,0,0
2018-08-09,U (Sep 2018),13.7500,14.0000,13.7500,13.9000,14.1000,0.2250,6,0,6
2018-08-10,U (Sep 2018),0.0000,14.3500,14.6500,0.0000,14.5500,0.4500,0,0,6
2018-08-13,U (Sep 2018),0.0000,15.0000,14.6000,0.0000,15.4500,0.9000,0,0,6
2018-08-14,U (Sep 2018),0.0000,14.7500,15.0000,0.0000,14.6500,-0.8000,0,0,6
2018-08-15,U (Sep 2018),0.0000,15.9000,15.7500,0.0000,15.2500,0.6000,782,391,6
2018-08-16,U (Sep 2018),0.0000,14.4000,14.7500,0.0000,14.5500,-0.7000,0,0,6
2018-08-17,U (Sep 2018),0.0000,14.7000,14.4500,0.0000,14.2750,-0.2750,0,0,6
2018-08-20,U (Sep 2018),0.0000,13.9000,14.2500,0.0000,14.1000,-0.1750,0,0,6
2018-08-21,U (Sep 2018),14.3000,14.4000,14.0000,14.3000,14.5000,0.4000,1,0,7
2018-08-22,U (Sep 2018),13.8500,13.8500,13.8500,13.8500,14.0250,-0.4750,4,0,7
2018-08-23,U (Sep 2018),13.7000,14.3000,13.7000,14.3000,13.8750,-0.1500,34,0,22
2018-08-24,U (Sep 2018),0.0000,13.4000,13.9500,0.0000,13.7750,-0.1000,0,0,22
2018-08-27,U (Sep 2018),13.7500,13.7500,13.7500,13.7500,13.7500,-0.0250,1,0,23
2018-08-28,U (Sep 2018),13.9000,13.9000,13.7000,13.9000,13.8500,0.1000,4,0,23
2018-08-29,U (Sep 2018),0.0000,13.4500,14.0000,0.0000,13.7500,-0.1000,0,0,23
2018-08-30,U (Sep 2018),0.0000,14.4500,14.0500,0.0000,14.5500,0.8000,0,0,23
2018-08-31,U (Sep 2018),0.0000,14.4000,14.2000,0.0000,14.0500,-0.5000,0,0,23
2018-09-04,U (Sep 2018),0.0000,14.4500,14.0500,0.0000,13.8750,-0.1750,0,0,23
2018-09-05,U (Sep 2018),0.0000,14.6000,14.2500,0.0000,14.3500,0.4750,0,0,23
2018-09-06,U (Sep 2018),14.0000,15.0000,14.0000,14.7000,14.8500,0.5000,10,0,28
2018-09-07,U (Sep 2018),15.1500,15.4000,14.7000,14.7000,15.2250,0.3750,3,0,29
2018-09-10,U (Sep 2018),14.3500,14.5000,14.2000,14.3000,14.2500,-0.9750,3,0,29
2018-09-11,U (Sep 2018),0.0000,14.7000,13.6500,0.0000,13.4750,-0.7750,0,0,29
2018-09-12,U (Sep 2018),0.0000,13.2000,16.5000,0.0000,13.5600,0.0850,0,0,29
