Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2022-07-28,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,24.95,0,0,0,0
2022-07-29,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,25.125,0.175,0,0,0
2022-08-01,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,25.175,0.050,0,0,0
2022-08-02,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,25.675,0.500,0,0,0
2022-08-03,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,25.20,-0.475,0,0,0
2022-08-04,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,24.95,-0.25,0,0,0
2022-08-05,U (Sep 2022),0.0000,24.7000,26.2000,0.0000,25.45,0.50,0,0,0
2022-08-08,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,24.35,-1.10,0,0,0
2022-08-09,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,24.50,0.15,0,0,0
2022-08-10,U (Sep 2022),0.0000,0.0000,0.0000,0.0000,23.175,-1.325,0,0,0
2022-08-11,U (Sep 2022),0.0000,23.4000,24.0000,0.0000,23.70,0.525,0,0,0
2022-08-12,U (Sep 2022),0.0000,23.1500,23.5000,0.0000,23.625,-0.075,0,0,0
2022-08-15,U (Sep 2022),0.0000,23.6000,23.2500,0.0000,23.025,-0.600,0,0,0
2022-08-16,U (Sep 2022),0.0000,23.0500,23.1000,0.0000,22.90,-0.125,0,0,0
2022-08-17,U (Sep 2022),0.0000,23.2000,23.1000,0.0000,23.075,0.175,0,0,0
