Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2021-07-15,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,21.2157,0,0,0,0
2021-07-16,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,20.75,-0.4657,0,0,0
2021-07-19,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,23.6675,2.9175,0,0,0
2021-07-20,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,21.4852,-2.1823,0,0,0
2021-07-21,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,20.825,-0.6602,0,0,0
2021-07-22,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,21.10,0.275,0,0,0
2021-07-23,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,21.025,-0.075,0,0,0
2021-07-26,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,20.75,-0.275,0,0,0
2021-07-27,U (Sep 2021),0.0000,0.0000,0.0000,0.0000,21.50,0.75,0,0,0
2021-07-28,U (Sep 2021),0.0000,20.5500,0.0000,0.0000,21.025,-0.475,0,0,0
2021-07-29,U (Sep 2021),0.0000,2.0000,0.0000,0.0000,20.425,-0.600,0,0,0
2021-07-30,U (Sep 2021),0.0000,2.0000,0.0000,0.0000,20.90,0.475,0,0,0
2021-08-02,U (Sep 2021),0.0000,2.0000,0.0000,0.0000,21.725,0.825,0,0,0
2021-08-03,U (Sep 2021),0.0000,21.0500,20.9500,0.0000,20.825,-0.900,0,0,0
2021-08-04,U (Sep 2021),0.0000,21.2000,20.8000,0.0000,20.775,-0.050,0,0,0
2021-08-05,U (Sep 2021),0.0000,20.7500,20.5500,0.0000,20.275,-0.500,0,0,0
2021-08-06,U (Sep 2021),0.0000,20.4500,20.2000,0.0000,20.10,-0.175,0,0,0
2021-08-09,U (Sep 2021),0.0000,20.2500,19.9500,0.0000,20.00,-0.10,0,0,0
2021-08-10,U (Sep 2021),19.6000,19.8000,19.5500,19.6000,19.60,-0.40,2,0,2
2021-08-11,U (Sep 2021),19.3500,19.7000,19.3000,19.4500,19.225,-0.375,14,0,11
2021-08-12,U (Sep 2021),19.2500,19.3000,18.8500,18.9000,18.85,-0.375,16,0,22
2021-08-13,U (Sep 2021),0.0000,18.9000,18.7000,0.0000,18.75,-0.10,0,0,22
2021-08-16,U (Sep 2021),0.0000,19.7000,19.1500,0.0000,19.00,0.25,0,0,22
2021-08-17,U (Sep 2021),18.9500,20.1000,18.9500,20.1000,19.50,0.50,5,0,23
2021-08-18,U (Sep 2021),19.9500,20.8500,19.5000,19.6500,20.40,0.90,5,0,28
2021-08-19,U (Sep 2021),0.0000,22.5500,21.2500,0.0000,21.30,0.90,0,0,28
2021-08-20,U (Sep 2021),20.8500,22.5000,20.0000,20.0000,20.25,-1.05,40,0,35
2021-08-23,U (Sep 2021),18.5000,19.6000,18.5000,18.5000,18.85,-1.40,3,0,35
2021-08-24,U (Sep 2021),0.0000,18.6000,18.7000,0.0000,18.65,-0.20,0,0,35
2021-08-25,U (Sep 2021),18.5000,18.5000,18.0000,18.0500,17.95,-0.70,18,0,37
2021-08-26,U (Sep 2021),19.0000,19.3000,18.3500,19.1000,19.90,1.95,15,0,37
2021-08-27,U (Sep 2021),17.8000,18.5500,17.4500,17.4500,17.475,-2.425,3,0,37
2021-08-30,U (Sep 2021),16.9000,16.9500,16.5000,16.5000,16.65,-0.825,45,0,58
2021-08-31,U (Sep 2021),16.8000,17.0500,16.6500,16.8500,16.85,0.20,4,0,51
2021-09-01,U (Sep 2021),0.0000,16.0500,16.3000,0.0000,16.42,-0.43,0,0,32
