Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2021-11-26,F (Jan 2022),0.0000,0.0000,0.0000,0.0000,26.475,0,0,0,0
2021-11-29,F (Jan 2022),0.0000,0.0000,0.0000,0.0000,23.7474,-2.7276,0,0,0
2021-11-30,F (Jan 2022),0.0000,3.7500,40.0000,0.0000,25.80,2.0526,0,0,0
2021-12-01,F (Jan 2022),0.0000,3.7500,0.0000,0.0000,27.70,1.90,0,0,0
2021-12-02,F (Jan 2022),0.0000,3.7500,0.0000,0.0000,26.325,-1.375,0,0,0
2021-12-03,F (Jan 2022),0.0000,27.4000,29.4000,0.0000,28.40,2.075,0,0,0
2021-12-06,F (Jan 2022),0.0000,3.7500,0.0000,0.0000,26.20,-2.20,0,0,0
2021-12-07,F (Jan 2022),0.0000,3.7500,0.0000,0.0000,23.60,-2.60,0,0,0
2021-12-08,F (Jan 2022),0.0000,23.6000,22.3500,0.0000,22.35,-1.25,0,0,0
2021-12-09,F (Jan 2022),0.0000,22.7000,22.3500,0.0000,22.90,0.55,0,0,0
2021-12-10,F (Jan 2022),0.0000,22.0500,22.0500,0.0000,21.60,-1.30,0,0,0
2021-12-13,F (Jan 2022),0.0000,22.2500,21.8000,0.0000,22.20,0.60,0,0,0
2021-12-14,F (Jan 2022),0.0000,23.3000,22.3000,0.0000,22.65,0.45,0,0,0
2021-12-15,F (Jan 2022),0.0000,23.4500,21.3000,0.0000,21.10,-1.55,0,0,0
2021-12-16,F (Jan 2022),21.2500,22.2500,20.7500,21.2500,22.00,0.90,1,0,1
2021-12-17,F (Jan 2022),0.0000,23.1000,21.9500,0.0000,22.775,0.775,0,0,1
2021-12-20,F (Jan 2022),25.5000,25.7000,23.5000,25.7000,23.65,0.875,19,0,19
2021-12-21,F (Jan 2022),0.0000,23.0500,22.3000,0.0000,22.60,-1.05,0,0,19
2021-12-22,F (Jan 2022),0.0000,22.7500,21.5000,0.0000,21.40,-1.20,0,0,19
2021-12-23,F (Jan 2022),0.0000,21.1000,20.7500,0.0000,20.925,-0.475,0,0,19
2021-12-27,F (Jan 2022),0.0000,20.7500,19.8000,0.0000,19.70,-1.225,0,0,19
2021-12-28,F (Jan 2022),20.3000,20.3000,19.3500,19.7500,19.325,-0.375,6,0,19
2021-12-29,F (Jan 2022),19.0000,19.3500,18.5000,19.1000,18.65,-0.675,20,0,23
2021-12-30,F (Jan 2022),0.0000,18.8000,18.2000,0.0000,18.65,0.00,0,0,23
2021-12-31,F (Jan 2022),0.0000,18.9500,18.3500,0.0000,18.50,-0.15,0,0,23
2022-01-03,F (Jan 2022),17.5500,18.4000,17.1000,17.5500,16.95,-1.55,2,0,25
2022-01-04,F (Jan 2022),0.0000,17.7500,16.7500,0.0000,16.925,-0.025,0,0,25
2022-01-05,F (Jan 2022),17.2000,17.2000,17.1000,17.2000,17.34,0.415,1,0,25
