Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2021-09-09,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,21.353,0,0,0,0
2021-09-10,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,22.1543,0.8013,0,0,0
2021-09-13,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,21.3321,-0.8222,0,0,0
2021-09-14,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,21.5605,0.2284,0,0,0
2021-09-15,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,20.8379,-0.7226,0,0,0
2021-09-16,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,20.5556,-0.2823,0,0,0
2021-09-17,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,21.9377,1.3821,0,0,0
2021-09-20,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,24.4629,2.5252,0,0,0
2021-09-21,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,23.4294,-1.0335,0,0,0
2021-09-22,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,22.0994,-1.3300,0,0,0
2021-09-23,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,20.5996,-1.4998,0,0,0
2021-09-24,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,19.8182,-0.7814,0,0,0
2021-09-27,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,20.1083,0.2901,0,0,0
2021-09-28,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,22.5173,2.4090,0,0,0
2021-09-29,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,22.9912,0.4739,0,0,0
2021-09-30,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,22.8678,-0.1234,0,0,0
2021-10-01,V (Oct 2021),0.0000,0.0000,0.0000,0.0000,21.994,-0.8738,0,0,0
2021-10-04,V (Oct 2021),0.0000,23.2500,22.3000,0.0000,22.70,0.706,0,0,0
2021-10-05,V (Oct 2021),0.0000,22.5000,21.7000,0.0000,21.875,-0.825,0,0,0
2021-10-06,V (Oct 2021),0.0000,22.8500,21.7000,0.0000,21.475,-0.400,0,0,0
2021-10-07,V (Oct 2021),0.0000,21.0000,20.7000,0.0000,20.50,-0.975,0,0,0
2021-10-08,V (Oct 2021),0.0000,20.2500,20.2000,0.0000,20.225,-0.275,0,0,0
2021-10-11,V (Oct 2021),0.0000,20.6000,19.8500,0.0000,20.40,0.175,0,0,0
2021-10-12,V (Oct 2021),0.0000,20.4500,20.0000,0.0000,20.00,-0.40,0,0,0
2021-10-13,V (Oct 2021),0.0000,20.2000,19.6500,0.0000,19.65,-0.35,0,0,0
2021-10-14,V (Oct 2021),18.9500,19.1000,18.4500,19.0000,18.35,-1.30,23,0,23
2021-10-15,V (Oct 2021),0.0000,18.1500,17.7500,0.0000,18.15,-0.20,0,0,23
2021-10-18,V (Oct 2021),18.5000,18.5500,17.8500,18.0000,17.875,-0.275,7,0,28
2021-10-19,V (Oct 2021),17.7500,17.7500,17.2500,17.2500,17.225,-0.650,40,0,68
2021-10-20,V (Oct 2021),17.4000,17.4000,16.9000,17.2500,17.05,-0.175,56,0,116
2021-10-21,V (Oct 2021),17.5000,17.5000,16.3000,16.5000,16.20,-0.85,52,0,179
2021-10-22,V (Oct 2021),16.2500,17.1500,16.2500,16.4000,16.65,0.45,14,0,155
2021-10-25,V (Oct 2021),16.8000,16.8000,15.6500,15.9000,15.55,-1.10,6,0,154
2021-10-26,V (Oct 2021),15.3500,16.9000,15.3000,16.2000,16.1909,0.6409,128,0,120
2021-10-27,V (Oct 2021),16.1000,16.3000,16.0000,16.1000,15.76,-0.4309,16,0,60
